Id,label
00463.png,0
00464.png,0
00465.png,3
00466.png,0
00467.png,4
00468.png,4
00469.png,4
00470.png,4
00471.png,1
00472.png,1
00473.png,1
00474.png,1
00475.png,0
00476.png,2
00477.png,2
00478.png,2
00479.png,2
00480.png,2
00481.png,3
00482.png,3
00483.png,3
00484.png,3
00485.png,3
00486.png,0
00487.png,2
00488.png,0
00489.png,0
00490.png,0
00491.png,0
00492.png,0
00493.png,4
00494.png,4
00495.png,4
00496.png,1
00497.png,1
00498.png,1
00499.png,1
00500.png,2
00501.png,2
00502.png,2
00503.png,2
00504.png,3
00505.png,3
00506.png,3
00507.png,0
00508.png,0
00509.png,0
00510.png,4
00511.png,4
00512.png,4
00513.png,1
00514.png,1
00515.png,2
00516.png,2
00517.png,2
00518.png,2
00519.png,3
00520.png,3
00521.png,3
00522.png,3
00523.png,0
00524.png,0
00525.png,0
00526.png,0
00527.png,0
00528.png,0
00529.png,4
00530.png,1
00531.png,1
00532.png,2
00533.png,2
00534.png,3
00535.png,3
00536.png,0
00537.png,0
00538.png,0
00539.png,0
00540.png,0
00541.png,0
00542.png,0
00543.png,4
00544.png,4
00545.png,4
00546.png,4
00547.png,1
00548.png,1
00549.png,1
00550.png,1
00551.png,1
00552.png,1
00553.png,1
00554.png,2
00555.png,2
00556.png,2
00557.png,3
00558.png,3
00559.png,3
00560.png,3
00561.png,0
00562.png,1
00563.png,1
00564.png,1
00565.png,2
00566.png,2
00567.png,3
00568.png,3
00569.png,3
00570.png,3
00571.png,3
00572.png,3
00573.png,3
00574.png,4
00575.png,4
00576.png,1
00577.png,1
00578.png,1
00579.png,1
00580.png,2
00581.png,2
00582.png,2
00583.png,2
00584.png,2
00585.png,3
00586.png,0
00587.png,0
00588.png,0
00589.png,0
00590.png,4
00591.png,4
00592.png,0
00593.png,4
00594.png,1
00595.png,1
00596.png,2
00597.png,2
00598.png,3
00599.png,3
00600.png,3
00601.png,0
00602.png,0
00603.png,0
00604.png,0
00605.png,4
00606.png,1
00607.png,1
00608.png,1
00609.png,1
00610.png,2
00611.png,2
00612.png,2
00613.png,3
00614.png,3
00615.png,3
00616.png,0
00617.png,0
00618.png,0
00619.png,0
00620.png,1
00621.png,4
00622.png,1
00623.png,1
00624.png,1
00625.png,2
00626.png,2
00627.png,2
00628.png,2
00629.png,3
00630.png,3
00631.png,3
00632.png,0
00633.png,4
00634.png,4
00635.png,4
00636.png,1
00637.png,1
00638.png,2
00639.png,2
00640.png,2
00641.png,2
00642.png,3
00643.png,3
00644.png,3
00645.png,0
00646.png,0
00647.png,3
00648.png,1
00649.png,1
00650.png,1
00651.png,2
00652.png,2
00653.png,2
00654.png,3
00655.png,3
00656.png,3
00657.png,3
00658.png,3
00659.png,0
00660.png,0
00661.png,0
00662.png,0
00663.png,4
00664.png,4
00665.png,1
00666.png,1
00667.png,2
00668.png,3
00669.png,3
00670.png,3
00671.png,3
00672.png,0
00673.png,4
00674.png,4
00675.png,2
00676.png,2
00677.png,3
00678.png,0
00679.png,0
00680.png,0
00681.png,4
00682.png,4
00683.png,4
00684.png,4
00685.png,1
00686.png,1
00687.png,2
00688.png,2
00689.png,3
00690.png,3
00691.png,3
00692.png,3
00693.png,0
00694.png,0
00695.png,0
00696.png,0
00697.png,0
00698.png,0
00699.png,0
00700.png,4
00701.png,4
00702.png,1
00703.png,1
00704.png,1
00705.png,2
00706.png,2
00707.png,3
00708.png,0
00709.png,3
00710.png,0
00711.png,0
00712.png,4
00713.png,4
00714.png,4
00715.png,1
00716.png,1
00717.png,1
00718.png,2
00719.png,2
00720.png,2
00721.png,2
00722.png,2
00723.png,3
00724.png,3
00725.png,3
00726.png,3
00727.png,0
00728.png,0
00729.png,1
00730.png,4
00731.png,4
00732.png,1
00733.png,1
00734.png,2
00735.png,2
00736.png,2
00737.png,2
00738.png,2
00739.png,3
00740.png,3
00741.png,3
00742.png,3
00743.png,0
00744.png,4
00745.png,4
00746.png,4
00747.png,4
00748.png,1
00749.png,2
00750.png,2
00751.png,2
00752.png,3
00753.png,3
00754.png,0
00755.png,0
00756.png,0
00757.png,4
00758.png,4
00759.png,4
00760.png,4
00761.png,1
00762.png,1
00763.png,1
00764.png,2
00765.png,2
00766.png,2
00767.png,2
00768.png,3
00769.png,2
00770.png,3
00771.png,3
00772.png,3
00773.png,3
00774.png,0
00775.png,0
00776.png,0
00777.png,0
00778.png,0
00779.png,0
00780.png,0
00781.png,4
00782.png,4
00783.png,2
00784.png,3
00785.png,0
00786.png,0
00787.png,0
00788.png,4
00789.png,4
00790.png,1
00791.png,1
00792.png,1
00793.png,1
00794.png,1
00795.png,2
00796.png,3
00797.png,3
00798.png,3
00799.png,3
00800.png,3
00801.png,0
00802.png,0
00803.png,1
00804.png,2
00805.png,2
00806.png,2
00807.png,2
00808.png,2
00809.png,3
00810.png,3
00811.png,3
00812.png,3
00813.png,3
00814.png,0
00815.png,0
00816.png,1
00817.png,4
00818.png,4
00819.png,4
00820.png,4
00821.png,1
00822.png,1
00823.png,1
00824.png,2
00825.png,2
00826.png,2
00827.png,3
00828.png,3
00829.png,0
00830.png,0
00831.png,4
00832.png,4
00833.png,4
00834.png,1
00835.png,1
00836.png,1
00837.png,2
00838.png,2
00839.png,2
00840.png,2
00841.png,2
00842.png,2
00843.png,3
00844.png,3
00845.png,3
00846.png,0
00847.png,0
00848.png,1
00849.png,0
00850.png,0
00851.png,0
00852.png,4
00853.png,4
00854.png,1
00855.png,1
00856.png,1
00857.png,1
00858.png,2
00859.png,2
00860.png,2
00861.png,3
00862.png,3
00863.png,0
00864.png,0
00865.png,0
00866.png,0
00867.png,0
00868.png,0
00869.png,0
00870.png,4
00871.png,4
00872.png,4
00873.png,4
00874.png,4
00875.png,1
00876.png,1
00877.png,1
00878.png,1
00879.png,2
00880.png,3
00881.png,3
00882.png,3
00883.png,3
00884.png,3
00885.png,0
00886.png,4
00887.png,4
00888.png,4
00889.png,3
00890.png,1
00891.png,1
00892.png,2
00893.png,2
00894.png,2
00895.png,2
00896.png,2
00897.png,2
00898.png,3
00899.png,0
00900.png,0
00901.png,4
00902.png,4
00903.png,4
00904.png,4
00905.png,4
00906.png,1
00907.png,1
00908.png,1
00909.png,2
00910.png,2
00911.png,2
00912.png,3
00913.png,3
00914.png,0
00915.png,0
00916.png,0
00917.png,4
00918.png,4
00919.png,4
00920.png,4
00921.png,1
00922.png,1
00923.png,1
00924.png,0
00925.png,0
00926.png,3
00927.png,3
00928.png,0
00929.png,0
00930.png,4
00931.png,4
00932.png,4
00933.png,4
00934.png,4
00935.png,1
00936.png,1
00937.png,1
00938.png,1
00939.png,1
00940.png,1
00941.png,2
00942.png,2
00943.png,2
00944.png,2
00945.png,3
00946.png,3
00947.png,3
00948.png,3
00949.png,3
00950.png,3
00951.png,0
00952.png,0
00953.png,0
00954.png,4
00955.png,4
00956.png,4
00957.png,4
00958.png,1
00959.png,1
00960.png,1
00961.png,2
00962.png,2
00963.png,2
00964.png,3
00965.png,3
00966.png,3
00967.png,0
00968.png,4
00969.png,1
00970.png,1
00971.png,1
00972.png,3
00973.png,3
00974.png,0
00975.png,0
00976.png,4
00977.png,4
00978.png,4
00979.png,1
00980.png,1
00981.png,2
00982.png,2
00983.png,2
00984.png,3
00985.png,2
00986.png,3
00987.png,3
00988.png,0
00989.png,0
00990.png,0
00991.png,0
00992.png,0
00993.png,0
00994.png,0
00995.png,3
00996.png,0
00997.png,1
00998.png,1
00999.png,0
01000.png,0
01001.png,0
01002.png,0
01003.png,0
01004.png,0
01005.png,4
01006.png,4
01007.png,4
01008.png,4
01009.png,4
01010.png,4
01011.png,1
01012.png,1
01013.png,1
01014.png,2
01015.png,2
01016.png,2
01017.png,2
01018.png,2
01019.png,2
01020.png,2
01021.png,2
01022.png,3
01023.png,0
01024.png,0
01025.png,0
01026.png,3
01027.png,4
01028.png,1
01029.png,1
01030.png,1
01031.png,2
01032.png,2
01033.png,0
01034.png,2
01035.png,3
01036.png,3
01037.png,0
01038.png,0
01039.png,0
01040.png,0
01041.png,0
01042.png,0
01043.png,4
01044.png,4
01045.png,4
01046.png,1
01047.png,1
01048.png,1
01049.png,1
01050.png,1
01051.png,1
01052.png,3
01053.png,3
01054.png,0
01055.png,0
01056.png,0
01057.png,0
01058.png,4
01059.png,3
01060.png,2
01061.png,2
01062.png,3
01063.png,3
01064.png,3
01065.png,3
01066.png,4
01067.png,4
01068.png,1
01069.png,1
01070.png,1
01071.png,1
01072.png,1
01073.png,2
01074.png,2
01075.png,3
01076.png,3
01077.png,3
01078.png,0
01079.png,0
01080.png,0
01081.png,0
01082.png,0
01083.png,4
01084.png,4
01085.png,4
01086.png,4
01087.png,1
01088.png,1
01089.png,1
01090.png,2
01091.png,2
01092.png,2
01093.png,2
01094.png,3
01095.png,3
01096.png,3
01097.png,3
01098.png,3
01099.png,3
01100.png,0
01101.png,3
01102.png,4
01103.png,4
01104.png,4
01105.png,1
01106.png,2
01107.png,2
01108.png,3
01109.png,3
01110.png,3
01111.png,1
01112.png,0
01113.png,0
01114.png,0
01115.png,4
01116.png,1
01117.png,1
01118.png,1
01119.png,1
01120.png,1
01121.png,2
01122.png,2
01123.png,3
01124.png,3
01125.png,0
01126.png,0
01127.png,0
01128.png,4
01129.png,1
01130.png,1
01131.png,2
01132.png,2
01133.png,3
01134.png,3
01135.png,3
01136.png,0
01137.png,0
01138.png,0
01139.png,0
01140.png,4
01141.png,4
01142.png,4
01143.png,1
01144.png,2
01145.png,2
01146.png,2
01147.png,2
01148.png,3
01149.png,0
01150.png,0
01151.png,0
01152.png,4
01153.png,4
01154.png,1
01155.png,1
01156.png,2
01157.png,2
01158.png,2
01159.png,3
01160.png,0
01161.png,0
01162.png,0
01163.png,4
01164.png,1
01165.png,2
01166.png,3
01167.png,3
01168.png,3
01169.png,0
01170.png,0
01171.png,4
01172.png,4
01173.png,2
01174.png,4
01175.png,1
01176.png,1
01177.png,2
01178.png,1
01179.png,2
01180.png,2
01181.png,2
01182.png,3
01183.png,3
01184.png,3
01185.png,3
01186.png,3
01187.png,0
01188.png,0
01189.png,0
01190.png,1
01191.png,0
01192.png,4
01193.png,1
01194.png,1
01195.png,1
01196.png,0
01197.png,1
01198.png,1
01199.png,0
01200.png,2
01201.png,2
01202.png,1
01203.png,2
01204.png,3
01205.png,0
01206.png,3
01207.png,3
01208.png,4
01209.png,4
01210.png,1
01211.png,1
01212.png,1
01213.png,1
01214.png,2
01215.png,2
01216.png,2
01217.png,3
01218.png,3
01219.png,0
01220.png,0
01221.png,0
01222.png,0
01223.png,0
01224.png,1
01225.png,1
01226.png,1
01227.png,1
01228.png,2
01229.png,2
01230.png,2
01231.png,2
01232.png,2
01233.png,3
01234.png,3
01235.png,3
01236.png,4
01237.png,0
01238.png,0
01239.png,0
01240.png,0
01241.png,4
01242.png,4
01243.png,4
01244.png,4
01245.png,4
01246.png,1
01247.png,1
01248.png,2
01249.png,2
01250.png,2
01251.png,2
01252.png,2
01253.png,2
01254.png,3
01255.png,3
01256.png,3
01257.png,1
01258.png,4
01259.png,4
01260.png,4
01261.png,1
01262.png,1
01263.png,1
01264.png,2
01265.png,2
01266.png,3
01267.png,3
01268.png,3
01269.png,3
01270.png,0
01271.png,4
01272.png,4
01273.png,4
01274.png,4
01275.png,4
01276.png,1
01277.png,1
01278.png,2
01279.png,2
01280.png,2
01281.png,2
01282.png,2
01283.png,2
01284.png,3
01285.png,0
01286.png,0
01287.png,4
01288.png,4
01289.png,4
01290.png,4
01291.png,4
01292.png,1
01293.png,2
01294.png,2
01295.png,2
01296.png,0
01297.png,0
01298.png,2
01299.png,3
01300.png,0
01301.png,0
01302.png,0
01303.png,0
01304.png,0
01305.png,0
01306.png,0
01307.png,0
01308.png,4
01309.png,4
01310.png,4
01311.png,4
01312.png,1
01313.png,1
01314.png,1
01315.png,2
01316.png,2
01317.png,2
01318.png,4
01319.png,3
01320.png,2
01321.png,0
01322.png,4
01323.png,1
01324.png,1
01325.png,1
01326.png,2
01327.png,2
01328.png,2
01329.png,2
01330.png,2
01331.png,3
01332.png,4
01333.png,3
01334.png,4
01335.png,3
01336.png,4
01337.png,3
01338.png,3
01339.png,4
01340.png,1
01341.png,1
01342.png,1
01343.png,1
01344.png,1
01345.png,2
01346.png,2
01347.png,2
01348.png,2
01349.png,3
01350.png,3
01351.png,0
01352.png,0
01353.png,0
01354.png,4
01355.png,4
01356.png,4
01357.png,1
01358.png,2
01359.png,2
01360.png,2
01361.png,2
01362.png,3
01363.png,3
01364.png,3
01365.png,0
01366.png,0
01367.png,4
01368.png,4
01369.png,1
01370.png,1
01371.png,2
01372.png,2
01373.png,3
01374.png,3
01375.png,2
01376.png,3
01377.png,0
01378.png,0
01379.png,4
01380.png,4
01381.png,0
01382.png,0
01383.png,1
01384.png,1
01385.png,1
01386.png,1
01387.png,2
01388.png,2
01389.png,3
01390.png,3
01391.png,0
01392.png,0
01393.png,0
01394.png,4
01395.png,4
01396.png,4
01397.png,4
01398.png,1
01399.png,1
01400.png,2
01401.png,2
01402.png,2
01403.png,2
01404.png,2
01405.png,2
01406.png,3
01407.png,3
01408.png,3
01409.png,3
01410.png,3
01411.png,0
01412.png,0
01413.png,4
01414.png,4
01415.png,4
01416.png,0
01417.png,1
01418.png,2
01419.png,2
01420.png,3
01421.png,3
01422.png,3
01423.png,3
01424.png,0
01425.png,0
01426.png,4
01427.png,4
01428.png,1
01429.png,1
01430.png,1
01431.png,1
01432.png,2
01433.png,2
01434.png,2
01435.png,3
01436.png,2
01437.png,3
01438.png,3
01439.png,0
01440.png,3
01441.png,3
01442.png,1
01443.png,1
01444.png,1
01445.png,2
01446.png,3
01447.png,3
01448.png,0
01449.png,0
01450.png,4
01451.png,4
01452.png,4
01453.png,4
01454.png,1
01455.png,1
01456.png,1
01457.png,1
01458.png,1
01459.png,2
01460.png,2
01461.png,2
01462.png,2
01463.png,3
01464.png,3
01465.png,3
01466.png,0
01467.png,4
01468.png,4
01469.png,4
01470.png,3
01471.png,3
01472.png,4
01473.png,4
01474.png,4
01475.png,2
01476.png,3
01477.png,0
01478.png,0
01479.png,4
01480.png,4
01481.png,4
01482.png,4
01483.png,4
01484.png,4
01485.png,4
01486.png,1
01487.png,1
01488.png,1
01489.png,1
01490.png,2
01491.png,2
01492.png,3
01493.png,3
01494.png,3
01495.png,0
01496.png,4
01497.png,4
01498.png,4
01499.png,4
01500.png,1
01501.png,1
01502.png,2
01503.png,2
01504.png,2
01505.png,2
01506.png,3
01507.png,3
01508.png,3
01509.png,0
01510.png,0
01511.png,0
01512.png,0
01513.png,0
01514.png,0
01515.png,4
01516.png,4
01517.png,2
01518.png,2
01519.png,2
01520.png,3
01521.png,3
01522.png,3
01523.png,2
01524.png,0
01525.png,0
01526.png,0
01527.png,0
01528.png,0
01529.png,4
01530.png,1
01531.png,1
01532.png,1
01533.png,2
01534.png,1
01535.png,2
01536.png,2
01537.png,2
01538.png,2
01539.png,3
01540.png,3
01541.png,0
01542.png,0
01543.png,0
01544.png,4
01545.png,4
01546.png,1
01547.png,2
01548.png,2
01549.png,2
01550.png,2
01551.png,3
01552.png,3
01553.png,3
01554.png,0
01555.png,0
01556.png,0
01557.png,0
01558.png,0
01559.png,4
01560.png,4
01561.png,4
01562.png,4
01563.png,4
01564.png,1
01565.png,1
01566.png,1
01567.png,1
01568.png,1
01569.png,1
01570.png,1
01571.png,2
01572.png,2
01573.png,2
01574.png,2
01575.png,2
01576.png,3
01577.png,3
01578.png,3
01579.png,3
01580.png,0
01581.png,0
01582.png,0
01583.png,0
01584.png,4
01585.png,1
01586.png,1
01587.png,2
01588.png,2
01589.png,3
01590.png,0
01591.png,0
01592.png,0
01593.png,4
01594.png,4
01595.png,4
01596.png,4
01597.png,1
01598.png,1
01599.png,1
01600.png,2
01601.png,2
01602.png,2
01603.png,3
01604.png,0
01605.png,0
01606.png,0
01607.png,0
01608.png,4
01609.png,4
01610.png,3
01611.png,1
01612.png,1
01613.png,1
01614.png,1
01615.png,2
01616.png,2
01617.png,3
01618.png,3
01619.png,3
01620.png,3
01621.png,3
01622.png,4
01623.png,4
01624.png,4
01625.png,0
01626.png,0
01627.png,0
01628.png,1
01629.png,1
01630.png,1
01631.png,1
01632.png,2
01633.png,2
01634.png,0
01635.png,1
01636.png,1
01637.png,2
01638.png,4
01639.png,4
01640.png,4
01641.png,0
01642.png,0
01643.png,4
01644.png,4
01645.png,4
01646.png,4
01647.png,1
01648.png,1
01649.png,1
01650.png,1
01651.png,2
01652.png,2
01653.png,3
01654.png,3
01655.png,3
01656.png,0
01657.png,0
01658.png,0
01659.png,0
01660.png,0
01661.png,0
01662.png,4
01663.png,4
01664.png,4
01665.png,1
01666.png,1
01667.png,1
01668.png,1
01669.png,2
01670.png,0
01671.png,3
01672.png,0
01673.png,0
01674.png,0
01675.png,0
01676.png,0
01677.png,0
01678.png,0
01679.png,0
01680.png,0
01681.png,0
01682.png,0
01683.png,0
01684.png,0
01685.png,0
01686.png,0
01687.png,0
01688.png,0
01689.png,0
01690.png,0
01691.png,4
01692.png,4
01693.png,4
01694.png,4
01695.png,4
01696.png,4
01697.png,4
01698.png,4
01699.png,1
01700.png,1
01701.png,1
01702.png,1
01703.png,1
01704.png,1
01705.png,1
01706.png,1
01707.png,1
01708.png,2
01709.png,2
01710.png,2
01711.png,3
01712.png,3
01713.png,3
01714.png,3
01715.png,3
01716.png,3
01717.png,3
01718.png,3
01719.png,0
01720.png,0
01721.png,0
01722.png,0
01723.png,0
01724.png,4
01725.png,4
01726.png,1
01727.png,1
01728.png,1
01729.png,1
01730.png,2
01731.png,0
01732.png,3
01733.png,3
01734.png,3
01735.png,3
01736.png,3
01737.png,0
01738.png,0
01739.png,0
01740.png,0
01741.png,0
01742.png,0
01743.png,2
01744.png,4
01745.png,1
01746.png,1
01747.png,1
01748.png,2
01749.png,2
01750.png,3
01751.png,3
01752.png,0
01753.png,0
01754.png,0
01755.png,0
01756.png,0
01757.png,0
01758.png,0
01759.png,0
01760.png,0
01761.png,4
01762.png,4
01763.png,4
01764.png,4
01765.png,4
01766.png,4
01767.png,4
01768.png,4
01769.png,4
01770.png,4
01771.png,4
01772.png,1
01773.png,1
01774.png,1
01775.png,1
01776.png,1
01777.png,1
01778.png,1
01779.png,1
01780.png,1
01781.png,2
01782.png,2
01783.png,2
01784.png,2
01785.png,2
01786.png,2
01787.png,2
01788.png,3
01789.png,3
01790.png,3
01791.png,3
01792.png,3
01793.png,3
01794.png,3
01795.png,3
01796.png,0
01797.png,0
01798.png,4
01799.png,4
01800.png,4
01801.png,1
01802.png,2
01803.png,2
01804.png,2
01805.png,3
01806.png,3
01807.png,0
01808.png,0
01809.png,0
01810.png,0
01811.png,0
01812.png,0
01813.png,0
01814.png,0
01815.png,0
01816.png,4
01817.png,4
01818.png,4
01819.png,4
01820.png,4
01821.png,4
01822.png,4
01823.png,4
01824.png,4
01825.png,4
01826.png,1
01827.png,1
01828.png,1
01829.png,1
01830.png,1
01831.png,1
01832.png,1
01833.png,1
01834.png,1
01835.png,1
01836.png,2
01837.png,2
01838.png,2
01839.png,2
01840.png,3
01841.png,3
01842.png,3
01843.png,3
01844.png,3
01845.png,3
01846.png,3
01847.png,3
01848.png,3
01849.png,3
01850.png,4
01851.png,4
01852.png,4
01853.png,4
01854.png,1
01855.png,1
01856.png,1
01857.png,2
01858.png,2
01859.png,3
01860.png,3
01861.png,0
01862.png,0
01863.png,0
01864.png,0
01865.png,0
01866.png,0
01867.png,0
01868.png,0
01869.png,0
01870.png,0
01871.png,0
01872.png,0
01873.png,4
01874.png,4
01875.png,4
01876.png,4
01877.png,4
01878.png,4
01879.png,4
01880.png,4
01881.png,4
01882.png,1
01883.png,1
01884.png,1
01885.png,1
01886.png,1
01887.png,1
01888.png,1
01889.png,2
01890.png,2
01891.png,2
01892.png,2
01893.png,2
01894.png,2
01895.png,2
01896.png,2
01897.png,2
01898.png,2
01899.png,2
01900.png,2
01901.png,2
01902.png,3
01903.png,3
01904.png,3
01905.png,3
01906.png,3
01907.png,3
01908.png,3
01909.png,3
01910.png,0
01911.png,0
01912.png,0
01913.png,0
01914.png,0
01915.png,4
01916.png,4
01917.png,1
01918.png,4
01919.png,2
01920.png,3
01921.png,0
01922.png,0
01923.png,0
01924.png,0
01925.png,0
01926.png,0
01927.png,0
01928.png,0
01929.png,4
01930.png,4
01931.png,4
01932.png,4
01933.png,4
01934.png,4
01935.png,4
01936.png,4
01937.png,4
01938.png,4
01939.png,1
01940.png,1
01941.png,1
01942.png,1
01943.png,1
01944.png,1
01945.png,1
01946.png,1
01947.png,1
01948.png,1
01949.png,1
01950.png,2
01951.png,2
01952.png,2
01953.png,2
01954.png,2
01955.png,2
01956.png,2
01957.png,3
01958.png,3
01959.png,3
01960.png,3
01961.png,3
01962.png,3
01963.png,3
01964.png,3
01965.png,3
01966.png,3
01967.png,3
01968.png,3
01969.png,0
01970.png,0
01971.png,0
01972.png,4
01973.png,4
01974.png,4
01975.png,2
01976.png,2
01977.png,2
01978.png,2
01979.png,3
01980.png,3
01981.png,3
01982.png,3
01983.png,3
01984.png,3
01985.png,3
01986.png,0
01987.png,0
01988.png,0
01989.png,0
01990.png,0
01991.png,0
01992.png,0
01993.png,0
01994.png,0
01995.png,4
01996.png,4
01997.png,4
